,closeness_closest_mrt,betweenness_closest_mrt
0,0.1746435758338184,0.12887273283603604
1,0.06575306904265332,0.0382083553255168
2,0.07953576703126275,0.021037060692540327
3,0.1754674310319415,0.25944239496446847
4,0.32114825394584573,0.12251242897804838
5,0.07299747810867506,0.03946139331441631
6,0.3167227481161574,0.12653391733246688
7,0.14212987680016212,0.08663995302836655
8,0.2647808982753569,0.27438067275942574
9,0.16339199418138123,0.244735252445956
10,0.14583465976351445,0.08403207674050292
11,0.15047105473250896,0.1624517837274333
12,0.07299747810867506,0.03946139331441631
13,0.06644182178930476,0.07689840199178447
14,0.1130350271753161,0.027476627671168728
15,0.17368963411315144,0.12015071500846558
16,0.22544633252457763,0.08551193262661194
17,0.536527984373899,0.21434831575919477
18,0.28866893006304717,0.11012213629684522
19,0.273375975737132,0.23088158300698217
20,0.12186901153729024,0.2144505545759184
21,0.041940541044515056,0.029469965612511164
22,0.6232196792899002,0.3896528876768886
23,0.15137596448501842,0.06200815088567575
24,2.4218684614233474,2.6147012274941943
25,0.4790450910086541,0.05088166469281317
26,0.10791244319617352,0.028542638132928184
27,0.3946649165924748,0.27731548594235117
28,0.2094698597830682,0.30037057623836483
29,0.28866893006304717,0.11012213629684522
30,0.0,0.0
31,0.3400794780903251,0.4876590307866825
32,0.07931499660301754,0.062434924132545706
33,0.12998215689106538,0.1921888403342868
34,0.12998215689106538,0.1921888403342868
35,0.07563266745973894,0.05086528412209412
36,0.96720116648727,0.9476834424149813
37,0.461089159981241,0.6788510188681942
38,0.16554607420533776,0.007725669084431062
39,0.4213430807303045,0.6311050045353954
40,0.05732873774164515,0.019164757578411566
41,0.21670782343657286,0.4354616545983228
42,0.0919616433247964,0.06461782320774785
43,0.1576641504313701,0.052706466963225194
44,0.25076745026637665,0.2902331043569122
45,0.2495075197193541,0.36891648835874175
46,0.1611959187680763,0.1495992893981275
47,0.07732089582558233,0.0461417097600126
48,0.1300506037878626,0.07760848021769227
49,1.3046313401494003,0.5212133170910317
50,0.04089020168297603,0.01469760974662018
51,0.37092547857817,0.2825833239613728
52,0.0929455487008449,0.04059779556944488
53,0.16339199418138123,0.244735252445956
54,0.06810446321454018,0.06320494575544962
55,0.22267572553468357,0.2525106674308436
56,0.07079111841222815,0.0
57,0.08398804979984605,0.05616896866821074
58,0.43019066463151745,0.492713183940095
59,0.0,0.0
60,0.12303481978211252,0.04438161075577756
61,0.11972615934745129,0.023680396641976506
62,0.1676232966645155,0.17370056982408497
63,0.4664986613225643,0.5342980673950986
64,0.06740893359713376,0.0
65,0.5730963946351862,0.031815470755042784
66,0.08566853691338415,0.06743628357578267
67,0.14296467597608378,0.21048362089552092
68,0.06799224778536093,0.04057478291922461
69,0.059894257742737274,0.04028072180566699
70,0.415387295105369,0.5956471318695215
71,0.138968570182583,0.027486314441456015
72,0.1754674310319415,0.25944239496446847
73,0.3920933104617194,0.15664521360613154
74,0.05606256713829405,0.1118813293228021
75,0.3901919624784411,0.4424713678826001
76,0.5539369244410985,0.574020206836731
77,0.16419118591276216,0.04397634226066616
78,0.5730963946351862,0.031815470755042784
79,0.14150226363688478,0.09942806505632432
80,0.04845959054561378,0.02029087774194393
81,0.22789229140804848,0.28577393535092455
82,0.07299747810867506,0.03946139331441631
83,0.4365923133781162,0.3435558583080468
84,0.127762223138944,0.049590192969974474
85,0.3514458709295977,0.14693555178169673
86,0.0,0.0
87,0.12780428256224766,0.1079379963564056
88,0.1533650702185985,0.08911868575493924
89,0.37092547857817,0.2825833239613728
90,0.32114825394584573,0.12251242897804838
91,0.13654288800261133,0.06883671699179224
92,0.09484163988834071,0.05416299834547253
93,0.0485500870281355,0.0096026242226002
94,0.08553802702777115,0.0397116124423706
95,0.16977960471211642,0.09178042765171573
96,0.16339199418138123,0.244735252445956
97,0.461089159981241,0.6788510188681942
98,0.18026013711339048,0.1547921415973689
99,0.18203244146412334,0.10862895458287074
100,0.12998215689106538,0.1921888403342868
101,0.18229422800149656,0.07632978016928824
102,0.12092823274261279,0.23997864441377098
103,0.1576461537820144,0.04034965266346839
104,0.07463483520096088,0.05507442876838118
105,0.20233131226747816,0.2269065408103313
106,0.11950764190782026,0.05003993892389753
107,0.03810125702855028,0.0
108,0.1514274622815458,0.08799276397488627
109,0.25076745026637665,0.2902331043569122
110,0.1036558894497718,0.027416787677888056
111,0.49549979141023515,0.33363367122356924
112,0.34855612893790344,0.139251672534043
113,0.12600674504987988,0.1082039225883606
114,0.07813854232581775,0.05255056167898267
115,0.21119643941178462,0.2383431705098496
116,0.49549979141023515,0.33363367122356924
117,0.06799224778536093,0.04057478291922461
118,0.539792232775316,1.0712023598510434
119,0.08875210023185329,0.027004115081058225
120,0.03972416627689373,0.0237056352133011
121,0.06851187899679528,0.039811468192158056
122,0.07563266745973894,0.05086528412209412
123,0.10242379964290298,0.06112201863647921
124,0.06619482913534437,0.022128654899751937
125,0.12517357934416556,0.08151425428149094
126,0.07292342525322597,0.04904323580331428
127,0.2990865444042975,0.3461566330145028
128,0.06518347851659888,0.03523725682024115
129,0.046594912567221564,0.026848674210335936
130,0.461089159981241,0.6788510188681942
131,0.22484918228988054,0.09210499215898706
132,0.41010684525444546,0.46505452251025886
133,0.1513517420488984,0.26892086842379975
134,0.06161078215139742,0.0
135,0.8335240502533016,0.04627312314770327
136,0.09857382553204588,0.03295281815573572
137,0.1467046842015652,0.029016424898815757
138,0.06399512931581684,0.02483935183609437
